delta_z,delta_x,hartree_fock_energy,final_energy,distance,angle,dihedral_angle
4.2,0.4,-2.8722065951339437,-5.1967862470140895,4.219004621945796,24.0,30
4.3,0.0,-3.8943226096221664,-5.269990516305706,4.3,5.0,5
4.3,0.0,-3.8067540225327305,-5.2580834808890184,4.3,10.0,10
4.3,0.0,-3.6564002067239882,-5.221196623845693,4.3,15.0,15
4.3,0.0,-3.4371163120086794,-5.15359861727122,4.3,20.0,20
4.3,0.0,-3.1409622713487972,-5.074721795106581,4.3,25.0,25
4.3,0.0,-2.7570524956500915,-4.9655283455403225,4.3,30.0,30
4.3,0.1,-3.9013811448210745,-5.266201357312592,4.301162633521313,3.0,5
4.3,0.1,-3.8210617241058142,-5.25659125888972,4.301162633521313,8.0,10
4.3,0.1,-3.6785543770692612,-5.217408977750856,4.301162633521313,13.0,15
4.3,0.1,-3.4677309635701503,-5.16205415276467,4.301162633521313,18.0,20
4.3,0.1,-3.1808777835915287,-5.073759894568352,4.301162633521313,23.0,25
4.3,0.1,-2.8075439925244,-4.9668798183833065,4.301162633521313,28.0,30
4.3,0.2,-3.9086586682465634,-5.265798226387378,4.304648650006176,2.0,5
4.3,0.2,-3.8357858964261036,-5.245038902487998,4.304648650006176,7.0,10
4.3,0.2,-3.701288729100317,-5.217182373383047,4.304648650006176,12.0,15
4.3,0.2,-3.4993423558829986,-5.1611719108114835,4.304648650006176,17.0,20
4.3,0.2,-3.2221783925507155,-5.080373302520892,4.304648650006176,22.0,25
4.3,0.2,-2.8598735000400035,-4.968745801983667,4.304648650006176,27.0,30
4.3,0.3,-3.9160653798585683,-5.258215015648034,4.310452412450461,1.0,5
4.3,0.3,-3.850816878338706,-5.241391688017044,4.310452412450461,6.0,10
4.3,0.3,-3.724647527130274,-5.212906696852062,4.310452412450461,11.0,15
4.3,0.3,-3.531917318757757,-5.153899214399697,4.310452412450461,16.0,20
4.3,0.3,-3.2649570275766893,-5.0752166321581775,4.310452412450461,21.0,25
4.3,0.3,-2.914206192131724,-4.9634931816461885,4.310452412450461,26.0,30
4.3,0.4,-3.923413568053753,-5.2448765011655905,4.318564576337836,0.0,5
4.3,0.4,-3.865995595656112,-5.2294961987671975,4.318564576337836,4.0,10
4.3,0.4,-3.7484724031620336,-5.2021572614686695,4.318564576337836,9.0,15
4.3,0.4,-3.565381823300264,-5.149064566828417,4.318564576337836,14.0,20
4.3,0.4,-3.3091665983462493,-5.072539652756159,4.318564576337836,19.0,25
4.3,0.4,-2.9706078616472964,-4.957592876730014,4.318564576337836,24.0,30
4.4,0.0,-3.8012718465094038,-4.962886371787918,4.4,5.0,5
4.4,0.0,-3.7258488830395673,-4.946013785289128,4.4,10.0,10
4.4,0.0,-3.5965140148399617,-4.920997904470094,4.4,15.0,15
4.4,0.0,-3.4082215760268824,-4.865197400283281,4.4,20.0,20
4.4,0.0,-3.1549689438323023,-4.796344236027852,4.4,25.0,25
4.4,0.0,-2.8294288713283056,-4.714038242619217,4.4,30.0,30
4.4,0.1,-3.807314510466316,-4.959809540833741,4.401136216933078,3.0,5
4.4,0.1,-3.738395694472824,-4.9530469864153615,4.401136216933078,8.0,10
4.4,0.1,-3.6159807077373496,-4.916058523025388,4.401136216933078,13.0,15
4.4,0.1,-3.4350368652531404,-4.871291439325019,4.401136216933078,18.0,20
4.4,0.1,-3.1895380613700084,-4.796362021517872,4.401136216933078,23.0,25
4.4,0.1,-2.8725398831213145,-4.711226400146182,4.401136216933078,28.0,30
4.4,0.2,-3.812978659537912,-4.9505677629072045,4.4045431091090474,2.0,5
4.4,0.2,-3.7506798349622295,-4.9427826698505495,4.4045431091090474,7.0,10
4.4,0.2,-3.635352612852919,-4.914553802333303,4.4045431091090474,12.0,15
4.4,0.2,-3.4620684178910754,-4.869624571422079,4.4045431091090474,17.0,20
4.4,0.2,-3.2247789418399626,-4.7969464249011,4.4045431091090474,22.0,25
4.4,0.2,-2.9166629315117154,-4.709727436200754,4.4045431091090474,27.0,30
4.4,0.3,-3.818211738468846,-4.943017265534388,4.41021541423999,1.0,5
4.4,0.3,-3.762721469885888,-4.935874951747548,4.41021541423999,6.0,10
4.4,0.3,-3.654662311646332,-4.911804884001186,4.41021541423999,11.0,15
4.4,0.3,-3.489361319193916,-4.8628738342609035,4.41021541423999,16.0,20
4.4,0.3,-3.2607442011004766,-4.8032291070982875,4.41021541423999,21.0,25
4.4,0.3,-2.9619962401669357,-4.7094339613296565,4.41021541423999,26.0,30
4.4,0.4,-3.822924692146851,-4.935712253616858,4.418144406874903,0.0,5
4.4,0.4,-3.7743478037459397,-4.929792406188374,4.418144406874903,4.0,10
4.4,0.4,-3.6738558580259717,-4.909400408169035,4.418144406874903,9.0,15
4.4,0.4,-3.5168797448548044,-4.858591923400504,4.418144406874903,14.0,20
4.4,0.4,-3.297312128885843,-4.795209671862961,4.418144406874903,19.0,25
4.4,0.4,-3.0084842018891247,-4.708731018902989,4.418144406874903,24.0,30
4.5,0.0,-3.6928219074014246,-4.6659945427453815,4.5,5.0,5
4.5,0.0,-3.62693677629676,-4.655177095354231,4.5,10.0,10
4.5,0.0,-3.5140885907145916,-4.635749612718075,4.5,15.0,15
4.5,0.0,-3.3500360763477897,-4.591272602204055,4.5,20.0,20
4.5,0.0,-3.130148791400861,-4.5218590524943325,4.5,25.0,25
4.5,0.0,-2.8492321207425064,-4.459181600174132,4.5,30.0,30
4.5,0.1,-3.698088112326965,-4.665237627011053,4.50111097397076,3.0,5
4.5,0.1,-3.638076072268112,-4.655446289410075,4.50111097397076,8.0,10
4.5,0.1,-3.531427849545148,-4.63648198846049,4.50111097397076,13.0,15
4.5,0.1,-3.3738662958560734,-4.593434272023855,4.50111097397076,18.0,20
4.5,0.1,-3.1606894197396658,-4.526620708805505,4.50111097397076,23.0,25
4.5,0.1,-2.8868842576211184,-4.459762707847543,4.50111097397076,28.0,30
4.5,0.2,-3.7025625816011334,-4.666891010379682,4.504442251822083,2.0,5
4.5,0.2,-3.64859440564479,-4.652460025681707,4.504442251822083,7.0,10
4.5,0.2,-3.548252522854458,-4.632672863376367,4.504442251822083,12.0,15
4.5,0.2,-3.397429434814636,-4.591513452870112,4.504442251822083,17.0,20
4.5,0.2,-3.191310960492139,-4.530570877321672,4.504442251822083,22.0,25
4.5,0.2,-2.9249193702840715,-4.448582248123495,4.504442251822083,27.0,30
4.5,0.3,-3.7062569953664815,-4.659653970270063,4.509988913511872,1.0,5
4.5,0.3,-3.6583872583555697,-4.6460593145546785,4.509988913511872,6.0,10
4.5,0.3,-3.5645129869798264,-4.627173668157019,4.509988913511872,11.0,15
4.5,0.3,-3.4206898468731763,-4.588712764410295,4.509988913511872,16.0,20
4.5,0.3,-3.222074518247777,-4.528740925983018,4.509988913511872,21.0,25
4.5,0.3,-2.9635028063423747,-4.448176915266763,4.509988913511872,26.0,30
4.5,0.4,-3.7089869197875887,-4.650418123551104,4.517742799230606,0.0,5
4.5,0.4,-3.6673959173987214,-4.636816643064347,4.517742799230606,4.0,10
4.5,0.4,-3.5801453543751025,-4.619573015820054,4.517742799230606,9.0,15
4.5,0.4,-3.4436331034251744,-4.583021711938148,4.517742799230606,14.0,20
4.5,0.4,-3.2528299570965618,-4.525955587622959,4.517742799230606,19.0,25
4.5,0.4,-3.0025348590437986,-4.440270129244248,4.517742799230606,24.0,30
4.6,0.0,-3.5749082831391132,-4.398986707200415,4.6,5.0,5
4.6,0.0,-3.516510792004516,-4.378987457380838,4.6,10.0,10
4.6,0.0,-3.416530164596134,-4.360415310336723,4.6,15.0,15
4.6,0.0,-3.271497966902817,-4.326323715665467,4.6,20.0,20
4.6,0.0,-3.0776968238049935,-4.2769683590611836,4.6,25.0,25
4.6,0.0,-2.8313179889246514,-4.20954642789267,4.6,30.0,30
4.6,0.1,-3.5796654178412877,-4.398449751729986,4.601086828130937,3.0,5
4.6,0.1,-3.5266106537373774,-4.382514057005192,4.601086828130937,8.0,10
4.6,0.1,-3.4322273040412274,-4.3624462159718815,4.601086828130937,13.0,15
4.6,0.1,-3.2930108804360527,-4.332829056474478,4.601086828130937,18.0,20
4.6,0.1,-3.1051374018358406,-4.279162942390679,4.601086828130937,23.0,25
4.6,0.1,-2.864821983522185,-4.208338401840527,4.601086828130937,28.0,30
4.6,0.2,-3.5832916477418504,-4.396172721187299,4.604345773288535,2.0,5
4.6,0.2,-3.535760585283936,-4.381308424252966,4.604345773288535,7.0,10
4.6,0.2,-3.4470954926204818,-4.357906597618265,4.604345773288535,12.0,15
4.6,0.2,-3.3138911419222485,-4.332374706947787,4.604345773288535,17.0,20
4.6,0.2,-3.1321993693506767,-4.275556437596055,4.604345773288535,22.0,25
4.6,0.2,-2.898256243296998,-4.206060752569743,4.604345773288535,27.0,30
4.6,0.3,-3.5858226938836317,-4.389635364249053,4.6097722286464435,1.0,5
4.6,0.3,-3.5438399253198605,-4.375776823211978,4.6097722286464435,6.0,10
4.6,0.3,-3.4610578495690576,-4.351166039294046,4.6097722286464435,11.0,15
4.6,0.3,-3.3341043569135635,-4.33044115125513,4.6097722286464435,16.0,20
4.6,0.3,-3.1589714246925755,-4.2757018760807,4.6097722286464435,21.0,25
4.6,0.3,-2.9317117614791424,-4.2051777757833095,4.6097722286464435,26.0,30
4.6,0.4,-3.5871839094647764,-4.380789968345992,4.6173585522460785,0.0,5
4.6,0.4,-3.5508796930752267,-4.368122228885423,4.6173585522460785,5.0,10
4.6,0.4,-3.474120217169757,-4.347333340548165,4.6173585522460785,10.0,15
4.6,0.4,-3.3536196731858587,-4.316963042247324,4.6173585522460785,15.0,20
4.6,0.4,-3.1852785013754565,-4.272686050375669,4.6173585522460785,20.0,25
4.6,0.4,-2.9651343082595307,-4.192308989784172,4.6173585522460785,25.0,30
4.7,0.0,-3.4521583524108146,-4.14084641171795,4.7,5.0,5
4.7,0.0,-3.399374105390756,-4.129916633859189,4.7,10.0,10
4.7,0.0,-3.309323925927049,-4.100379399007759,4.7,15.0,15
4.7,0.0,-3.1792437821498347,-4.077327359348302,4.7,20.0,20
4.7,0.0,-3.005960495875773,-4.025747913296745,4.7,25.0,25
4.7,0.0,-2.7867746160947733,-3.958224431640468,4.7,30.0,30
4.7,0.1,-3.4564229656725165,-4.140639827445206,4.701063709417264,3.0,5
4.7,0.1,-3.4087254418858866,-4.128993944509606,4.701063709417264,8.0,10
4.7,0.1,-3.3238046641257384,-4.102814314079272,4.701063709417264,13.0,15
4.7,0.1,-3.1989247931001477,-4.0808051807908825,4.701063709417264,18.0,20
4.7,0.1,-3.0309854378190386,-4.027248756005437,4.701063709417264,23.0,25
4.7,0.1,-2.8171219208315734,-3.964832299932663,4.701063709417264,28.0,30
4.7,0.2,-3.459433195644302,-4.137240744663905,4.7042533945356295,2.0,5
4.7,0.2,-3.4168233194379174,-4.128400843869627,4.7042533945356295,7.0,10
4.7,0.2,-3.33720559737958,-4.102139930238206,4.7042533945356295,12.0,15
4.7,0.2,-3.21774953287562,-4.076325622009061,4.7042533945356295,17.0,20
4.7,0.2,-3.0553042999639963,-4.029600100622218,4.7042533945356295,22.0,25
4.7,0.2,-2.8469909124735,-3.966732448267448,4.7042533945356295,27.0,30
4.7,0.3,-3.461170380607872,-4.131250638744581,4.709564735726647,1.0,5
4.7,0.3,-3.423702296326016,-4.12335975509711,4.709564735726647,6.0,10
4.7,0.3,-3.3494447167500327,-4.102932823017413,4.709564735726647,11.0,15
4.7,0.3,-3.235654081577603,-4.07148052893351,4.709564735726647,16.0,20
4.7,0.3,-3.0789647947505734,-4.029430859404453,4.709564735726647,21.0,25
4.7,0.3,-2.876467195651803,-3.963984161219192,4.709564735726647,26.0,30
4.7,0.4,-3.461526928148873,-4.122816314288989,4.7169905660283025,0.0,5
4.7,0.4,-3.4292920467504544,-4.115590000226503,4.7169905660283025,5.0,10
4.7,0.4,-3.360590807316116,-4.098409595215523,4.7169905660283025,10.0,15
4.7,0.4,-3.2525915990707746,-4.064578350490853,4.7169905660283025,15.0,20
4.7,0.4,-3.101952302346529,-4.0272649727382985,4.7169905660283025,20.0,25
4.7,0.4,-2.905594720250442,-3.959252528772732,4.7169905660283025,25.0,30
4.8,0.0,-3.3277164920457096,-3.9006285267608334,4.8,5.0,5
4.8,0.0,-3.2792666080200457,-3.8875607976703668,4.8,10.0,10
4.8,0.0,-3.196812469646133,-3.86388042839279,4.8,15.0,15
4.8,0.0,-3.0783151597123437,-3.829681769933399,4.8,20.0,20
4.8,0.0,-2.9212759979483782,-3.7864234594050994,4.8,25.0,25
4.8,0.0,-2.7235632419480496,-3.7222925595333933,4.8,30.0,30
4.8,0.1,-3.3317157786767053,-3.9001475909379817,4.801041553663121,3.0,5
4.8,0.1,-3.2879770021679664,-3.8886727897097315,4.801041553663121,8.0,10
4.8,0.1,-3.210313863033739,-3.868126931997462,4.801041553663121,13.0,15
4.8,0.1,-3.0966302915067665,-3.830691889565187,4.801041553663121,18.0,20
4.8,0.1,-2.9443376384515894,-3.791273629682228,4.801041553663121,23.0,25
4.8,0.1,-2.7513606925073115,-3.7255754281921942,4.801041553663121,28.0,30
4.8,0.2,-3.334293591117357,-3.897907924174418,4.8041648597857245,2.0,5
4.8,0.2,-3.2952949057523067,-3.8869292306981986,4.8041648597857245,7.0,10
4.8,0.2,-3.222552812401996,-3.867814769226444,4.8041648597857245,12.0,15
4.8,0.2,-3.1137960455101132,-3.8310374609068494,4.8041648597857245,17.0,20
4.8,0.2,-2.9665037201509628,-3.7948424243084418,4.8041648597857245,22.0,25
4.8,0.2,-2.778438328867106,-3.7275087265986904,4.8041648597857245,27.0,30
4.8,0.3,-3.335378837915997,-3.8923413206584265,4.809365862564419,1.0,5
4.8,0.3,-3.301289056839308,-3.882999669580112,4.809365862564419,6.0,10
4.8,0.3,-3.2335013173974416,-3.8638222080621363,4.809365862564419,11.0,15
4.8,0.3,-3.1298770547313786,-3.8282814611592566,4.809365862564419,16.0,20
4.8,0.3,-2.987783931031537,-3.794407804952799,4.809365862564419,21.0,25
4.8,0.3,-2.8048874474149925,-3.729170624666109,4.809365862564419,26.0,30
4.8,0.4,-3.3349969824839434,-3.8845191461846693,4.816637831516919,0.0,5
4.8,0.4,-3.3058356609420354,-3.876403214406455,4.816637831516919,5.0,10
4.8,0.4,-3.243186352225154,-3.8583516624220113,4.816637831516919,10.0,15
4.8,0.4,-3.1448323065864168,-3.828746348432285,4.816637831516919,15.0,20
4.8,0.4,-3.008140759248912,-3.7897147285480366,4.816637831516919,20.0,25
4.8,0.4,-2.8306769094271163,-3.7274903223805733,4.816637831516919,25.0,30
4.9,0.0,-3.203868938316027,-3.6777108007353534,4.9,5.0,5
4.9,0.0,-3.158605523071395,-3.6654793692380667,4.9,10.0,10
4.9,0.0,-3.0820336299656663,-3.6411180875142812,4.9,15.0,15
4.9,0.0,-2.9726077787640666,-3.6048715154240214,4.9,20.0,20
4.9,0.0,-2.8282929797836935,-3.5623326162763034,4.9,25.0,25
4.9,0.0,-2.647631661582149,-3.4995922197330973,4.9,30.0,30
4.9,0.1,-3.207613594579178,-3.677477958934862,4.901020301937138,3.0,5
4.9,0.1,-3.166841822968303,-3.6667705861114186,4.901020301937138,8.0,10
4.9,0.1,-3.0947290364098814,-3.6440899718604314,4.901020301937138,13.0,15
4.9,0.1,-2.9897205925280748,-3.6104858717938084,4.901020301937138,18.0,20
4.9,0.1,-2.849777384419338,-3.5668550101186134,4.901020301937138,23.0,25
4.9,0.1,-2.6733835693741663,-3.5056619352628493,4.901020301937138,28.0,30
4.9,0.2,-3.2098328770948386,-3.675281091490662,4.904079934095692,2.0,5
4.9,0.2,-3.173596849314156,-3.6654878814043035,4.904079934095692,7.0,10
4.9,0.2,-3.1060656473965484,-3.644432720081263,4.904079934095692,12.0,15
4.9,0.2,-3.0056348332681035,-3.6123138019397447,4.904079934095692,17.0,20
4.9,0.2,-2.870276364578676,-3.5643623779814457,4.904079934095692,22.0,25
4.9,0.2,-2.698264795861767,-3.5104281428959547,4.904079934095692,27.0,30
4.9,0.3,-3.2105470683450137,-3.6704400081626916,4.909175083453432,1.0,5
4.9,0.3,-3.178926652432547,-3.6621253886888123,4.909175083453432,6.0,10
4.9,0.3,-3.116066991393806,-3.6422202596260687,4.909175083453432,11.0,15
4.9,0.3,-3.0203365529566493,-3.6108579165010894,4.909175083453432,16.0,20
4.9,0.3,-2.889679915036061,-3.565585072055711,4.909175083453432,21.0,25
4.9,0.3,-2.7223295788440733,-3.512181447106863,4.909175083453432,26.0,30
4.9,0.4,-3.2096780780024434,-3.663028384892584,4.9162994213127424,0.0,5
4.9,0.4,-3.1827395430688994,-3.6565571103693886,4.9162994213127424,5.0,10
4.9,0.4,-3.1247004817698767,-3.635006913028689,4.9162994213127424,10.0,15
4.9,0.4,-3.0337585010288577,-3.605648670872283,4.9162994213127424,15.0,20
4.9,0.4,-2.9080306228756347,-3.56500933525322,4.9162994213127424,20.0,25
4.9,0.4,-2.745481196773192,-3.5102637504504597,4.9162994213127424,25.0,30
5.0,0.0,-3.0821459059298464,-3.4724913231419468,5.0,5.0,5
5.0,0.0,-3.0393547742442637,-3.4578232747676863,5.0,10.0,10
5.0,0.0,-2.9672565453813182,-3.4349438567158836,5.0,15.0,15
5.0,0.0,-2.864808910866884,-3.3991915851679804,5.0,20.0,20
5.0,0.0,-2.7305761061601848,-3.3498187743746426,5.0,25.0,25
5.0,0.0,-2.5634327579872425,-3.2914850450858704,5.0,30.0,30
5.0,0.1,-3.0856549903341426,-3.4725106021258814,5.000999900019995,3.0,5
5.0,0.1,-3.0471497507920517,-3.4571089185804236,5.000999900019995,8.0,10
5.0,0.1,-2.9793191126904697,-3.4350835120939003,5.000999900019995,13.0,15
5.0,0.1,-2.881001828296842,-3.4032476691548816,5.000999900019995,18.0,20
5.0,0.1,-2.7508248055253035,-3.357022452284337,5.000999900019995,23.0,25
5.0,0.1,-2.5875869023425926,-3.297194187382648,5.000999900019995,28.0,30
5.0,0.2,-3.087624183673672,-3.467042367602488,5.0039984012787215,2.0,5
5.0,0.2,-3.053505420789377,-3.4559889910839137,5.0039984012787215,7.0,10
5.0,0.2,-2.9900059866589905,-3.4362110324749384,5.0039984012787215,12.0,15
5.0,0.2,-2.895943059001316,-3.4024987221219387,5.0039984012787215,17.0,20
5.0,0.2,-2.769904694842345,-3.3556108558422904,5.0039984012787215,22.0,25
5.0,0.2,-2.610698649798422,-3.299652657924331,5.0039984012787215,27.0,30
5.0,0.3,-3.088089754807824,-3.4634810993366516,5.008991914547277,1.0,5
5.0,0.3,-3.0583102052596667,-3.4534371960776844,5.008991914547277,6.0,10
5.0,0.3,-2.999242639800458,-3.43508382459689,5.008991914547277,11.0,15
5.0,0.3,-2.909574717695946,-3.402525721331534,5.008991914547277,16.0,20
5.0,0.3,-2.7878932760654616,-3.3580155707690125,5.008991914547277,21.0,25
5.0,0.3,-2.6328587014849125,-3.2994611018672,5.008991914547277,26.0,30
5.0,0.4,-3.086919999831464,-3.456712385281388,5.015974481593781,0.0,5
5.0,0.4,-3.061631900515488,-3.4482098091527478,5.015974481593781,5.0,10
5.0,0.4,-3.0070613411785554,-3.430061335833944,5.015974481593781,10.0,15
5.0,0.4,-2.9219297668650412,-3.401249971305147,5.015974481593781,15.0,20
5.0,0.4,-2.8046840967866387,-3.3557846207735733,5.015974481593781,20.0,25
5.0,0.4,-2.654048900696586,-3.3000502278586685,5.015974481593781,25.0,30
5.1,0.0,-2.963501907963161,-3.2753317833970934,5.1,5.0,5
5.1,0.0,-2.9226023111796082,-3.2624768026036386,5.1,10.0,10
5.1,0.0,-2.854095282775863,-3.2390175714419445,5.1,15.0,15
5.1,0.0,-2.7571649217483976,-3.2029433052817384,5.1,20.0,20
5.1,0.0,-2.6308745355389656,-3.1510799168238615,5.1,25.0,25
5.1,0.0,-2.4745127660414328,-3.090358730399583,5.1,30.0,30
5.1,0.1,-2.9669144204186453,-3.2783621886631784,5.1009802979427405,3.0,5
5.1,0.1,-2.930160363983677,-3.264166364408754,5.1009802979427405,8.0,10
5.1,0.1,-2.8656577754604866,-3.2394351877956478,5.1009802979427405,13.0,15
5.1,0.1,-2.7725985384551692,-3.2076699070400227,5.1009802979427405,18.0,20
5.1,0.1,-2.6500672034074624,-3.1567697845597573,5.1009802979427405,23.0,25
5.1,0.1,-2.497268274927942,-3.0974931174683733,5.1009802979427405,28.0,30
5.1,0.2,-2.9687566086695303,-3.2767062262263904,5.103920062069938,2.0,5
5.1,0.2,-2.9361563929421965,-3.2642901519757497,5.103920062069938,7.0,10
5.1,0.2,-2.875762530338833,-3.2414576314519583,5.103920062069938,12.0,15
5.1,0.2,-2.7867654707185086,-3.211165061537067,5.103920062069938,17.0,20
5.1,0.2,-2.6680786728974133,-3.1614600446922867,5.103920062069938,22.0,25
5.1,0.2,-2.5189560377182656,-3.1009229934046476,5.103920062069938,27.0,30
5.1,0.3,-2.9689412127925063,-3.272115408782668,5.1088159097779196,1.0,5
5.1,0.3,-2.9405878776638064,-3.2611562239324603,5.1088159097779196,6.0,10
5.1,0.3,-2.884429416836792,-3.2407854834287058,5.1088159097779196,11.0,15
5.1,0.3,-2.7995740149802564,-3.2086880662847306,5.1088159097779196,16.0,20
5.1,0.3,-2.6848952917908417,-3.1633882276591963,5.1088159097779196,21.0,25
5.1,0.3,-2.5396451931216735,-3.1045165081195227,5.1088159097779196,26.0,30
5.1,0.4,-2.9676051821129934,-3.2658327001898377,5.115662224971465,0.0,5
5.1,0.4,-2.9435265577201717,-3.256332902267093,5.115662224971465,5.0,10
5.1,0.4,-2.8916575870122267,-3.236130173051238,5.115662224971465,10.0,15
5.1,0.4,-2.8110489203286098,-3.2071995641803355,5.115662224971465,15.0,20
5.1,0.4,-2.7005721427614082,-3.1630917268845375,5.115662224971465,20.0,25
5.1,0.4,-2.5592915881504466,-3.1071608469570453,5.115662224971465,25.0,30
5.2,0.0,-2.8485568332074283,-3.0981302604840666,5.2,5.0,5
5.2,0.0,-2.809371180239425,-3.0835258716903566,5.2,10.0,10
5.2,0.0,-2.7437878338887405,-3.0553129517061017,5.2,15.0,15
5.2,0.0,-2.651237539944003,-3.0149246167331962,5.2,20.0,20
5.2,0.0,-2.531202265149524,-2.9652050724409187,5.2,25.0,25
5.2,0.0,-2.3834938324112698,-2.8995391713683087,5.2,30.0,30
5.2,0.1,-2.851839747666232,-3.098913345891463,5.200961449578338,3.0,5
5.2,0.1,-2.8165929702673638,-3.0840801270066787,5.200961449578338,8.0,10
5.2,0.1,-2.7548457960792487,-3.0597878631429296,5.200961449578338,13.0,15
5.2,0.1,-2.666042963219894,-3.0208228765935683,5.200961449578338,18.0,20
5.2,0.1,-2.5495547081101364,-2.9754549305792675,5.200961449578338,23.0,25
5.2,0.1,-2.4050995753481,-2.907756277781759,5.200961449578338,28.0,30
5.2,0.2,-2.8534764836606805,-3.097488000102618,5.203844732503075,2.0,5
5.2,0.2,-2.8222919747831074,-3.0849083516713582,5.203844732503075,7.0,10
5.2,0.2,-2.7645055563314886,-3.0641560885346477,5.203844732503075,12.0,15
5.2,0.2,-2.6795141803971334,-3.0269852621186435,5.203844732503075,17.0,20
5.2,0.2,-2.566683261951665,-2.978880698212345,5.203844732503075,22.0,25
5.2,0.2,-2.4256140853115715,-2.9163683681057786,5.203844732503075,27.0,30
5.2,0.3,-2.853572945140168,-3.0940890704160364,5.208646657242167,1.0,5
5.2,0.3,-2.826478496861474,-3.0830443579099738,5.208646657242167,6.0,10
5.2,0.3,-2.772718039227361,-3.064170720815645,5.208646657242167,11.0,15
5.2,0.3,-2.691668144290272,-3.028621210131864,5.208646657242167,16.0,20
5.2,0.3,-2.5826384846354946,-2.982218008986795,5.208646657242167,21.0,25
5.2,0.3,-2.445121190078252,-2.9218119188880225,5.208646657242167,26.0,30
5.2,0.4,-2.8521003594647123,-3.0882508983779298,5.215361924162119,0.0,5
5.2,0.4,-2.8291262882131893,-3.0790423583421136,5.215361924162119,5.0,10
5.2,0.4,-2.779491687448362,-3.060833167843352,5.215361924162119,10.0,15
5.2,0.4,-2.7025036111295657,-3.0284053631649304,5.215361924162119,15.0,20
5.2,0.4,-2.597344917907824,-2.9838339162164758,5.215361924162119,20.0,25
5.2,0.4,-2.4635200501662067,-2.9241655984846227,5.215361924162119,25.0,30
5.3,0.0,-2.7377199541758306,-2.9361210519252614,5.3,5.0,5
5.3,0.0,-2.700012652404708,-2.9185430324283814,5.3,10.0,10
5.3,0.0,-2.636886767390471,-2.8898117167834187,5.3,15.0,15
5.3,0.0,-2.548041415647604,-2.8510178062699123,5.3,20.0,20
5.3,0.0,-2.4331163992606144,-2.796411437001046,5.3,25.0,25
5.3,0.0,-2.292356486115716,-2.730756100070414,5.3,30.0,30
5.3,0.1,-2.740823230031138,-2.9359204258264517,5.300943312279429,3.0,5
5.3,0.1,-2.706922473277225,-2.9212830570345685,5.300943312279429,8.0,10
5.3,0.1,-2.6475605018941812,-2.8944879451714582,5.300943312279429,13.0,15
5.3,0.1,-2.5622561839466766,-2.85530920254664,5.300943312279429,18.0,20
5.3,0.1,-2.450685293891356,-2.8032794481410535,5.300943312279429,23.0,25
5.3,0.1,-2.313018365369316,-2.7386399204583305,5.300943312279429,28.0,30
5.3,0.2,-2.7423616956599437,-2.934379961548233,5.303772242470448,2.0,5
5.3,0.2,-2.71238846402844,-2.9216966384934926,5.303772242470448,7.0,10
5.3,0.2,-2.656778246518106,-2.896747883644751,5.303772242470448,12.0,15
5.3,0.2,-2.5751498407393187,-2.858916403900832,5.303772242470448,17.0,20
5.3,0.2,-2.4671191893998454,-2.807102485761244,5.303772242470448,22.0,25
5.3,0.2,-2.332582617091468,-2.7457410256555534,5.303772242470448,27.0,30
5.3,0.3,-2.7423476439403744,-2.9326403401956433,5.308483775994799,1.0,5
5.3,0.3,-2.716321857793623,-2.920582684259237,5.308483775994799,6.0,10
5.3,0.3,-2.6646098581826423,-2.8973546846925853,5.308483775994799,11.0,15
5.3,0.3,-2.5867407053138867,-2.860850254511275,5.308483775994799,16.0,20
5.3,0.3,-2.4823133724227806,-2.8111155991424734,5.308483775994799,21.0,25
5.3,0.3,-2.3511038658844465,-2.7507932038076346,5.308483775994799,26.0,30
5.3,0.4,-2.7408549345491275,-2.9281234816262947,5.315072906367325,0.0,5
5.3,0.4,-2.7187328871284264,-2.9184675122875032,5.315072906367325,5.0,10
5.3,0.4,-2.670990364766148,-2.8951974005085632,5.315072906367325,10.0,15
5.3,0.4,-2.5970112631280498,-2.8610179419888615,5.315072906367325,15.0,20
5.3,0.4,-2.496238400049246,-2.8151624531087087,5.315072906367325,20.0,25
5.3,0.4,-2.3685205699541947,-2.7546026539505117,5.315072906367325,25.0,30
5.4,0.0,-2.631074874281984,-2.786713058677352,5.4,5.0,5
5.4,0.0,-2.594628380749525,-2.767568483024987,5.4,10.0,10
5.4,0.0,-2.533755197593868,-2.738551563974479,5.4,15.0,15
5.4,0.0,-2.448182729003082,-2.6956649561872297,5.4,20.0,20
5.4,0.0,-2.3376745590998507,-2.6394451507844017,5.4,25.0,25
5.4,0.0,-2.202590438001183,-2.5730703466143052,5.4,30.0,30
5.4,0.1,-2.63405102166686,-2.7870560396792032,5.400925846556312,3.0,5
5.4,0.1,-2.6013069660676518,-2.770768908251592,5.400925846556312,8.0,10
5.4,0.1,-2.543994306820752,-2.7434924959847544,5.400925846556312,13.0,15
5.4,0.1,-2.4618785080248804,-2.7018308714515844,5.400925846556312,18.0,20
5.4,0.1,-2.3545876641562598,-2.6465252833962825,5.400925846556312,23.0,25
5.4,0.1,-2.2224040748849148,-2.58262610208353,5.400925846556312,28.0,30
5.4,0.2,-2.635534878566449,-2.787014356717111,5.403702434442519,2.0,5
5.4,0.2,-2.606514527083837,-2.771052744575972,5.403702434442519,7.0,10
